iter	Logloss
324	0.3916595202
325	0.3916183121
326	0.3915940504
327	0.3915068102
328	0.3914384737
329	0.3913834137
330	0.3912789069
331	0.3912089898
332	0.3911297071
333	0.3910845117
334	0.3910229945
335	0.3909413845
336	0.3909259046
337	0.3908376085
338	0.3907313271
339	0.3906710342
340	0.3906569697
341	0.3905572147
342	0.3904823298
343	0.3903957424
344	0.3903257106
345	0.3902970303
346	0.3902798622
347	0.3902711921
348	0.3902585455
349	0.3902260973
350	0.3902108749
351	0.3901850471
352	0.3901313784
353	0.3900555435
354	0.3899782771
355	0.3899614602
356	0.3899275591
357	0.3898869106
358	0.3898286936
359	0.3897717518
360	0.3897350776
361	0.3896822419
362	0.3896681329
363	0.3896368731
364	0.3895964166
365	0.3895865487
366	0.3895379441
367	0.3895256039
368	0.3894778653
369	0.3894269115
370	0.3893373984
371	0.3893094573
372	0.3892827869
373	0.3892537945
374	0.3892442132
375	0.3891318216
376	0.3891249359
377	0.3891034578
378	0.3890132748
379	0.3889666149
380	0.3889356213
381	0.3889126876
382	0.3888307633
383	0.3887967124
384	0.3887879242
385	0.3887676244
386	0.3887571628
387	0.3886578113
388	0.388619135
389	0.3885738481
390	0.3885288634
391	0.388418173
392	0.3884054897
393	0.3883662916
394	0.3883482868
395	0.388335708
396	0.3882893407
397	0.3882771816
398	0.3882545436
399	0.3882239153
400	0.3881793038
401	0.3881687846
402	0.3881589889
403	0.3881453261
404	0.3881339606
405	0.3881264222
406	0.3880914218
407	0.3880091111
408	0.3879981686
409	0.387967891
410	0.3878996338
411	0.3877537924
412	0.387707112
413	0.3876192783
414	0.3876072464
415	0.3875713298
416	0.387499624
417	0.3874304353
418	0.3874039144
419	0.3873923014
420	0.3873777383
421	0.3873621772
422	0.3873536838
423	0.3873246479
424	0.387313355
425	0.3873053335
426	0.387209655
427	0.3871986087
428	0.3871213547
429	0.3870862267
430	0.3870670427
431	0.3870545246
432	0.3870431638
433	0.3870339043
434	0.387026092
435	0.3870163316
436	0.3869908107
437	0.3869814593
438	0.3868487003
439	0.3868071089
440	0.3867962822
441	0.3867828395
442	0.3867688391
443	0.3867581057
444	0.3867168965
445	0.3866927599
446	0.3866794897
447	0.3866684332
448	0.3866295794
449	0.3866159829
450	0.3866051529
451	0.386555177
452	0.3864295413
453	0.3864197393
454	0.3863459255
455	0.3863346191
456	0.3862949904
457	0.3862861647
458	0.386222011
459	0.3861950556
460	0.3861371696
461	0.3861260983
462	0.3861159389
463	0.3860997755
464	0.3860752009
465	0.3860461641
466	0.3860373744
467	0.386029336
468	0.3859795417
469	0.3859610003
470	0.3859318236
471	0.3858778419
472	0.3858521413
473	0.3858072508
474	0.3857984007
475	0.3857878399
476	0.3857430859
477	0.3856767246
478	0.385665769
479	0.3856559737
480	0.3856432865
481	0.3856342017
482	0.3856200485
483	0.3855391934
484	0.385527459
485	0.385515362
486	0.3854831414
487	0.3854690992
488	0.3854558532
489	0.3854376296
490	0.3854287235
491	0.3854072496
492	0.3853986488
493	0.3853847573
494	0.3853204609
495	0.3853098998
496	0.3852488967
497	0.3852145521
498	0.3852010062
499	0.3851908517
500	0.3851363045
501	0.3851261615
502	0.3851098487
503	0.3850982399
504	0.3850437238
505	0.385017304
506	0.3849337962
507	0.3849194937
508	0.3848459252
509	0.3848343496
510	0.3848192408
511	0.3848098582
512	0.3847946003
513	0.384780332
514	0.3847419692
515	0.3847090336
516	0.3846962677
517	0.3846879427
518	0.3846775578
519	0.3846643348
520	0.384630165
521	0.3846140549
522	0.384604044
523	0.3845944216
524	0.384576278
525	0.3845619483
526	0.384431915
527	0.3843127639
528	0.3842169056
529	0.3841984279
530	0.3841261929
531	0.3840622411
532	0.3840424784
533	0.3840317
534	0.3840266289
535	0.3839593701
536	0.3839493713
537	0.3839389376
538	0.383894735
539	0.3838860655
540	0.383877786
541	0.3838456789
542	0.3838311112
543	0.3838184758
544	0.3838105406
545	0.3838037956
546	0.3837923034
547	0.3837565691
548	0.3837370028
549	0.3837285273
550	0.3837081757
551	0.3836917314
552	0.3836787871
553	0.3836431911
554	0.3836304128
555	0.3836162012
556	0.383566546
557	0.3835570688
558	0.383508708
559	0.3834992418
560	0.3834875578
561	0.3834774407
562	0.3834674328
563	0.3834561873
564	0.383439866
565	0.383427629
566	0.3834179121
567	0.383405996
568	0.3833980497
569	0.3833845217
570	0.3833770915
571	0.3833684132
572	0.3833594204
573	0.3833498433
574	0.3833384885
575	0.3832677832
576	0.383132518
577	0.3831198672
578	0.3830548208
579	0.3830485373
580	0.3830283511
581	0.3830189656
582	0.3830105546
583	0.3829953977
584	0.3829884875
585	0.3829538469
586	0.3829423039
587	0.3828855609
588	0.3828549975
589	0.3828080233
590	0.3827973542
591	0.3827820871
592	0.3826601983
593	0.3826504684
594	0.3826395035
595	0.382631349
596	0.3826214111
597	0.3826107975
598	0.3825878975
599	0.3825777868
600	0.3825649023
601	0.3825497714
602	0.3825303224
603	0.382519054
604	0.3825055499
605	0.3824918249
606	0.3824762858
607	0.3824626732
608	0.3824365167
609	0.3824298717
610	0.3824166534
611	0.3824057475
612	0.3823954067
613	0.382316967
614	0.3823049779
615	0.3822516487
616	0.3822166698
617	0.3822095753
618	0.3821974892
619	0.3821904126
620	0.3821747789
621	0.3821642786
622	0.3821521455
623	0.3821447548
624	0.3821308355
625	0.382122688
626	0.3821139972
627	0.3821065685
628	0.3820914999
629	0.3820169397
630	0.382005033
631	0.3819947574
632	0.3819308051
633	0.381917064
634	0.3819017486
635	0.381892514
636	0.3818835954
637	0.3818743124
638	0.3818629828
639	0.3818499955
640	0.381836091
641	0.3818158225
642	0.3817890585
643	0.3817772632
644	0.3817663293
645	0.3817553169
646	0.3817460919
647	0.381732517
648	0.3817207195
649	0.3817099791
650	0.3816978071
651	0.381686412
652	0.3816726185
653	0.3816559025
654	0.3816175933
655	0.3816021549
656	0.3815845306
657	0.381571983
658	0.3815600642
659	0.3815495694
660	0.3815368582
661	0.3815168884
662	0.3814984655
663	0.3814812531
664	0.3813802319
665	0.3813556533
666	0.3813386036
667	0.3813217263
668	0.3812983861
669	0.3812673842
670	0.3812537751
671	0.3812470753
672	0.3812049004
673	0.3811897828
674	0.3811788657
675	0.3811653726
676	0.3811524777
677	0.3811451679
678	0.3811310839
679	0.3811168895
680	0.38110405
681	0.3810928298
682	0.3810786955
683	0.3810666677
684	0.3810523391
685	0.3810245233
686	0.3810128516
687	0.3809986633
688	0.3809615248
689	0.3809539892
690	0.3809122626
691	0.3808973064
692	0.3808851954
693	0.3808765916
694	0.380866072
695	0.3808563098
696	0.3808442043
697	0.380834475
698	0.3808272009
699	0.3807766455
700	0.3807650718
701	0.3807567922
702	0.3807370831
703	0.3807259577
704	0.3807188833
705	0.3807021073
706	0.3806905349
707	0.380674472
708	0.3806631792
709	0.3806489731
710	0.3805853071
711	0.3805694612
712	0.3805416932
713	0.3805324325
714	0.380522759
715	0.3804725779
716	0.3804578718
717	0.3804476586
718	0.3804344367
719	0.3804267686
720	0.3804117684
721	0.3804015679
722	0.3803834393
723	0.3803731426
724	0.3803372502
725	0.3803276124
726	0.3803169094
727	0.3802584811
728	0.3802450535
729	0.3802340377
730	0.3802236771
731	0.3802147484
732	0.3801914837
733	0.3801788291
734	0.3801689464
735	0.3801659655
736	0.3801558408
737	0.3801462819
738	0.3801309828
739	0.3801160171
740	0.3801027939
741	0.380094447
742	0.3800798384
743	0.3800440079
744	0.3800279428
745	0.3800160269
746	0.3800009316
747	0.3799919723
748	0.3799806441
749	0.3799672628
750	0.3799558989
751	0.3799434291
752	0.379927687
753	0.3799116414
754	0.3798999367
755	0.3798840813
756	0.3798746456
757	0.3798577543
758	0.3798366527
759	0.3797931786
760	0.3797833915
761	0.3797245748
762	0.3797102624
763	0.3796727581
764	0.3795714498
765	0.3795573343
766	0.3795429171
767	0.3795328375
768	0.3795191693
769	0.3795059127
770	0.3794904927
771	0.3794717346
772	0.3794574484
773	0.3794428463
774	0.3794325088
775	0.3794171059
776	0.3794047404
777	0.379394282
778	0.3793781136
779	0.3793706867
780	0.3793597345
781	0.3793268024
782	0.3793173258
783	0.3793028634
784	0.3792697398
785	0.3792601563
786	0.3792448696
787	0.3792324054
788	0.3792176023
789	0.3792012173
790	0.3791836004
791	0.3791666005
792	0.3791515126
793	0.3791366374
794	0.3791269306
795	0.3791139625
796	0.3790995531
797	0.3790884877
798	0.379074571
799	0.3790614528
800	0.3790479044
801	0.3790341698
802	0.3790171778
803	0.378952844
804	0.3789416469
805	0.3789064734
806	0.3788961322
807	0.3788817536
808	0.3788661149
809	0.3788260564
810	0.3788099857
811	0.3787980769
812	0.3787824308
813	0.3787670882
814	0.3787571653
815	0.3787413984
816	0.3787267122
817	0.3787134154
818	0.3787009737
819	0.378687264
820	0.3786746559
821	0.3786610197
822	0.3786480467
823	0.3786338501
824	0.3786228678
825	0.3786105336
826	0.378599007
827	0.3785864897
828	0.378570293
829	0.3785566824
830	0.3785416016
831	0.3785272909
832	0.3785069393
833	0.3784927282
834	0.3784861763
835	0.3784673073
836	0.3784481336
837	0.3784325017
838	0.3784158562
839	0.3784004182
840	0.3783828375
841	0.3783650625
842	0.3783452652
843	0.3783259632
844	0.3783126074
845	0.3782983823
846	0.3782822451
847	0.3782655179
848	0.3782507181
849	0.3782315692
850	0.3782184518
851	0.3782003661
852	0.3781864206
853	0.3781742059
854	0.3781587965
855	0.3781428865
856	0.3781248653
857	0.3781121575
858	0.3780970852
859	0.3780817258
860	0.3780693637
861	0.3780568405
862	0.3780449042
863	0.3780281528
864	0.37801184
865	0.3779940947
866	0.3779785132
867	0.3779627776
868	0.3779490286
869	0.3779316747
870	0.3779116574
871	0.3778931507
872	0.3778760086
873	0.377860235
874	0.3778429497
875	0.3778273023
876	0.3778110422
877	0.3777891962
878	0.3777744004
879	0.3777543709
880	0.3777400678
881	0.3777223782
882	0.3777078311
883	0.3776932629
884	0.3776794046
885	0.3776635963
886	0.3776515101
887	0.3776330285
888	0.3776164968
889	0.3776002626
890	0.3775803774
891	0.3775626234
892	0.3775384129
893	0.3775220589
894	0.3775042572
895	0.3774817996
896	0.3774612076
897	0.377450247
898	0.3774320888
899	0.3774155468
900	0.3773984504
901	0.3773794276
902	0.3773593045
903	0.3773403529
904	0.3773278986
905	0.3773121559
906	0.3772925094
907	0.3772734493
908	0.3772587599
909	0.3772383026
910	0.3772107812
911	0.3771954614
912	0.3771761007
913	0.3771570428
914	0.3771347511
915	0.3771105061
916	0.377094132
917	0.3770710477
918	0.3770518976
919	0.3770305022
920	0.3770107735
921	0.3769909776
922	0.3769711359
923	0.3769570313
924	0.3769336896
925	0.3769111694
926	0.3768933867
927	0.3768746316
928	0.3768567791
929	0.3768430182
930	0.376827266
931	0.3768079176
932	0.3767872353
933	0.3767666169
934	0.3767438399
935	0.3767181889
936	0.3766976363
937	0.3766819828
938	0.3766611181
939	0.3766396884
940	0.3766184973
941	0.3765979808
942	0.3765736847
943	0.3765582527
944	0.3765366604
945	0.3765157943
946	0.3764926878
947	0.37647068
948	0.376450141
949	0.3764275334
950	0.3764089251
951	0.3763839888
952	0.3763658683
953	0.3763469108
954	0.3763226322
955	0.3762991337
956	0.3762812371
957	0.3762625466
958	0.3762380779
959	0.3762188811
960	0.3761978113
961	0.3761767329
962	0.3761575437
963	0.3761361629
964	0.3761134266
965	0.3760898081
966	0.3760687733
967	0.3760479803
968	0.376025156
969	0.3760043103
970	0.3759813112
971	0.3759592617
972	0.3759375356
973	0.3759171996
974	0.3758965366
975	0.3758748188
976	0.3758521102
977	0.3758318997
978	0.3758146234
979	0.3757925436
980	0.3757731739
981	0.3757506161
982	0.3757301533
983	0.3757058759
984	0.3756840747
985	0.3756629099
986	0.3756427777
987	0.3756194115
988	0.3755977442
989	0.3755784808
990	0.3755558606
991	0.3755349922
992	0.3755121983
993	0.3754908889
994	0.3754676674
995	0.3754446952
996	0.375422215
997	0.3753993812
998	0.3753772814
999	0.3753555419
